PubMed_IDs_TP,PMC_IDs_TP
"38203665, 37838725, 37564215, 37523628, 37259828, 36200871, 35372986, 35218894, 35050181, 34899840, 34716241, 34478715, 33949105, 35368784, 32086281, 31911181, 31816397, 31727638, 31694039, 30671914, 37729939, 37088526, 37088524, 36965751, 36876046, 36804411, 36743216, 36472656, 20301424, 36111046, 36106024, 35909011, 35365815, 35350649, 35243865, 35208476, 35196511, 35059607, 34988697, 34831200","10802852, 10802843, 10800207, 10800063, 10799603, 10799433, 10799341, 10798557, 10798254, 10797290, 10797287, 10797146, 10796367, 10796342, 10794567, 10793196, 10793180, 10792275, 10791886, 10790434, 10789440, 10467970, 10776682, 10285777, 10620255, 10568049, 10493787, 9829307, 10397070, 10356886, 10656673, 10632310, 10234920, 10224237, 10602657, 10601832, 10587981, 10556265, 10539677, 10515051, 10799484, 10798254, 10798064, 10792351, 10791336, 10786441, 10784643, 10781937, 10781584, 10778008, 10769534, 10769503, 10763630, 10758913, 10758586, 10751138, 10750842, 10749125, 10743913, 10743506"
"37131968, 35169130, 30837612, 38233948, 38220020, 38178369, 38159123, 38036110, 38014162, 37904586, 37894111, 37867202, 37806386, 37747149, 37731926, 37691844, 37689914, 37680975, 37673134, 37665209, 37525333, 37476672, 37443756","10798777, 10797287, 10794567, 10790128, 10786444, 10786441, 10781542, 10778949, 10778544, 10778489, 10778008, 10776685, 10773190, 10770338, 10767939, 10767535, 10766848, 10759424, 10759150, 10758892, 10797287, 10795292, 10794567, 10794167, 10790128, 10788714, 10786444, 10784873, 10782029, 10781542, 10778949, 10778544, 10778489, 10778295, 10778008, 10776685, 10775890, 10772695, 10770338, 10767939, 10799955, 10797366, 10797287, 10794784, 10794567, 10794017, 10793675, 10792205, 10792021, 10789637, 10787430, 10787224, 10786962, 10785768, 10785529, 10784822, 10784742, 10783935, 10781745, 10779564"
"35687753, 31286804, 28723569, 26608647, 24718315, 22161761, 16585214, 15383557","10800980, 10800349, 10797485, 10796401, 10796024, 10795779, 10794945, 10790212, 10785760, 10781721, 10780915, 10778851, 10777948, 10775451, 10768398, 10765411, 10757680, 10754515, 10752370, 10752298, 10800854, 10799122, 10797559, 10796549, 10796478, 10795779, 10793092, 10789242, 10786367, 10781945, 10779148, 10777823, 10775319, 10770058, 10768236, 10764424, 10763499, 10760275, 10759484, 10758620, 10802849, 10801814, 10800778, 10800605, 10800298, 10799534, 10799530, 10799412, 10799374, 10798900, 10798523, 10798365, 10797890, 10797485, 10797064, 10797056, 10797006, 10795342, 10794945, 10794705"
"37980564, 37035991, 35140783, 34063332, 33762315, 33282173, 30867232, 30521380","10776631, 10688800, 10665708, 10662004, 10606572, 10497984, 10489991, 10459315, 10392766, 10376325, 10357978, 10351381, 10347336, 10344952, 10265134, 10295181, 10293893, 10608506, 10509523, 10372539, 10778503, 10774559, 10717369, 10714217, 10784651, 10776631, 10761146, 10753818, 10752999, 10751518, 10695473, 10695916, 10680473, 10669809, 10662325, 10662004, 10661999, 10649877, 10620849, 10620747, 10787657, 10786876, 10786160, 10782140, 10780945, 10780344, 10764524, 10760033, 10752597, 10752549, 10751945, 10750074, 10748770, 10748461, 10746743, 10746370, 10745699, 10742821, 10741064, 10740941"
"38257863, 38243343, 38243335, 38239846, 38238372, 38230258, 38225565, 38192296, 38191575, 38191439, 38183473, 38180309, 38179452, 38163075, 38144944, 38117560, 38115019, 38079576, 38075911, 38075858, 37019075, 36868921, 34034069, 33785070","10801996, 10801662, 10801555, 10801200, 10800846, 10800300, 10799955, 10799902, 10799510, 10799374, 10798911, 10798865, 10797727, 10796650, 10795475, 10794775, 10794555, 10794505, 10794284, 10794237, 10801906, 10801670, 10801022, 10800916, 10799374, 10798037, 10797064, 10795192, 10794181, 10792964, 10790707, 10787269, 10785727, 10784537, 10784143, 10783759, 10782949, 10782693, 10781618, 10780746, 10803029, 10802055, 10800824, 10800306, 10799834, 10799372, 10798699, 10798593, 10797671, 10797634, 10796790, 10796401, 10795192, 10794975, 10794546, 10794264, 10794235, 10792057, 10791921, 10790343, 10802846, 10802069, 10801940, 10801584, 10801495, 10801329, 10801249, 10800916, 10800824, 10800814, 10800726, 10800680, 10800556, 10800550, 10800390, 10800207, 10799947, 10799778, 10799617, 10798621"
"38258342, 38167866, 38062922, 37963637, 37478857, 37344101, 37248103, 37221577, 37196768, 37148546, 37068869, 37001380, 36913096, 36834576, 36765849, 36738509, 36613653, 36505324, 36466837, 36286592","10802224, 10802203, 10802158, 10800054, 10799433, 10799299, 10799076, 10798763, 10798426, 10797874, 10797841, 10797792, 10797426, 10797383, 10796917, 10796827, 10795527, 10795475, 10795359, 10795001, 10802228, 10800778, 10799925, 10799778, 10797776, 10797485, 10795258, 10794557, 10793274, 10782949, 10782069, 10780176, 10779485, 10778935, 10776634, 10774192, 10774093, 10773633, 10770264, 10769841, 10802203, 10802158, 10800207, 10799506, 10799134, 10798690, 10798254, 10797874, 10797044, 10796399, 10795359, 10795262, 10794567, 10794017, 10792188, 10792142, 10791512, 10790738, 10790450, 10790162"
"38211629, 38179168, 38123635, 38031010, 38004715, 37905455, 37868100, 37789055, 37671879, 37482605, 37456520, 37322103, 37277934, 37185870, 37010962, 37010961, 36994247, 36938439, 36910185, 36568836, 38245675, 38241045, 38233287, 38229497, 38223271, 38205031, 38192380, 38188635, 38186717, 38173170, 38162295, 38156138, 38127919, 38108805, 38058850, 38048806, 38039804, 38004673, 32491420, 37925277","10802110, 10799830, 10793722, 10797042, 10794082, 10786625, 10779006, 10777851, 10777558, 10777529, 10776490, 10773178, 10771991, 10770098, 10765185, 10764377, 10762043, 10758589, 10758383, 10751550, 10802929, 10802811, 10800876, 10800778, 10800703, 10800491, 10800485, 10800207, 10799878, 10799838, 10798561, 10796945, 10796565, 10794775, 10794614, 10794505, 10794287, 10794178, 10793177, 10793092"
"38242937, 38165941, 38103486, 38101586, 38099344, 38099006, 38084677, 38069322, 38064814, 38063193, 38049011, 38040752, 38031891, 38003715, 38003376, 37993937, 37946472, 37913736, 37902841, 37895023, 38260501, 38260362, 38259460, 38259450, 38255240, 38243093, 38234838, 38234732, 38231436, 38231432, 38231099, 38225658, 38225555, 38222726, 38222551, 38215192, 38213874, 38203591, 38203231, 38191142","10801996, 10800840, 10800527, 10798976, 10797050, 10797040, 10797018, 10797006, 10796024, 10795779, 10795575, 10795464, 10795342, 10795258, 10794670, 10794505, 10793686, 10791901, 10791026, 10790750, 10802810, 10802228, 10801996, 10801873, 10801855, 10801732, 10801555, 10801499, 10801458, 10801245, 10801243, 10801218, 10801048, 10801044, 10801022, 10800980, 10800840, 10800820, 10800816, 10800802, 10777753, 10749022, 10747359, 10745760, 10732070, 10730555, 10725363, 10722742, 10706695, 10791971, 10777890, 10751913, 10747219, 10746284, 10746265, 10744171, 10725908, 10707318, 10689327, 10687130"
"38206624, 38193233, 38049505, 38014105, 37943208, 37918651, 37705677, 37642435, 37600621, 37545316, 37498787, 37468955, 37150300, 36826022, 36705797, 36701195, 36624467, 36574585, 36286530, 36178236, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37936368, 37918651, 37866525, 37705677, 37705676, 37692547, 37642435, 37600621, 37545316, 37540410, 37508860, 37498792, 37498787, 37468955","10758916, 10757094, 10705512, 10688789, 10787474, 10743535, 10740531, 10740403, 10730214, 10727102, 10724401, 10722970, 10692819, 10655873, 10672800, 10667101, 10664798, 10653043, 10651870, 10641206, 10783156, 10776959, 10775503, 10769809, 10769648, 8738981, 10758681, 10757094, 10745674, 10744736, 10743981, 10741751, 10723766, 10714774, 10713375, 10700097, 10688789, 10801069, 10800048, 10795906, 10778255, 10742138, 10739837, 10727025, 10715043, 10711079, 10709913, 10691968, 10690914, 10790210, 10760787, 10758639, 10757116, 10749212, 10711178, 10707233, 10673517, 10647582, 10642256, 10641092"
"37610435, 37288401, 36871186, 36714637, 36237944, 36163637, 35956316, 35659103, 35323698, 33377375, 33370028, 33362169, 33207993, 32376096, 32107059, 31138520, 31033040, 30773392, 30221149, 29217722, 38245543, 38140307, 38024023, 37956768, 37755286, 37667580, 37610821, 37497193, 37463684, 37338669, 37304119, 37259751, 37049518, 36980060, 36966753, 36959633, 36915866, 36655115, 36634696, 36579768","10802843, 10802129, 10802000, 10800970, 10800968, 10800960, 10800824, 10800748, 10800505, 10800401, 10800382, 10800116, 10800077, 10799913, 10799834, 10799603, 10799464, 10799433, 10799070, 10798987, 10798966, 10796758, 10795828, 10795475, 10794746, 10794540, 10792481, 10787224, 10786005, 10785350, 10783808, 10778854, 10778617, 10778542, 10778431, 10778079, 10777995, 10777914, 10775995, 10775503, 10792481, 10719430, 10706449, 10703699, 10693103, 10799930, 10795478, 10773964, 10749368, 10696433, 10693314, 10666174, 10600686, 10593149, 10590812, 10579100, 10578141, 10569081, 10559634, 10540678"
"37795380, 36395662, 36276823, 35953801, 34915473, 33889732, 33240188, 33124506, 31866129, 31731452, 31564241, 26079661","10792063, 10776578, 10742831, 10733837, 10691344, 10799395, 10792245, 10784739, 10758021, 10754134, 10748089, 10741039, 10732047, 10705352, 10703040, 10694601, 10679229, 10665196, 10643898, 10636641, 10801533, 10800934, 10800828, 10799762, 10799425, 10799070, 10798561, 10797706, 10797691, 10797286, 10797246, 10796567, 10795602, 10794540, 10794270, 10792488, 10792175, 10792063, 10791000, 10790753, 10802846, 10801542, 10800077, 10800063, 10799955, 10799631, 10799603, 10799433, 10799409, 10797964, 10797874, 10797449, 10797287, 10796917, 10796827, 10796758, 10796040, 10795475, 10795333, 10794941"
"36171625, 33756190, 31998276, 31396223, 31006637, 37279755, 36171625, 32615090, 31998276, 31396223, 28066726, 27869789","10802843, 10802793, 10801599, 10801343, 10801290, 10801084, 10800968, 10800960, 10800846, 10800775, 10800548, 10800401, 10799631, 10799603, 10799430, 10798867, 10798251, 10797952, 10797478, 10797318, 10802843, 10802793, 10801599, 10801004, 10800968, 10800960, 10800828, 10800505, 10799947, 10799913, 10799631, 10799425, 10798865, 10798567, 10797952, 10797708, 10797287, 10796923, 10796758, 10796629, 10796592, 10787373, 10778474, 10725570, 10721257, 10714647, 10711611, 10769390, 10752548, 10704271, 10700188, 10694434, 10686833, 10665638, 10634274, 10630607, 10612099, 10606244, 10603850, 10583083"
"36144354, 33300786, 33260635, 29358499, 29061664, 36468870, 36343876, 36197793, 35449049, 33721833, 33260635, 32961297, 32880889, 32827707, 32822096, 32801175, 32038601, 31649923, 31504493, 31350417, 31063790, 30901908, 30003296, 29663332, 29571737","10800968, 10796559, 10789731, 10786347, 10783977, 10778255, 10778186, 10778082, 10772281, 10767573, 10766027, 10765866, 10758628, 10756948, 10748534, 10734180, 10718253, 10711079, 10705066, 10701703, 10800968, 10798254, 10796805, 10796559, 10794012, 10791939, 10789731, 10786651, 10786347, 10784643, 10783977, 10778542, 10778255, 10778186, 10778082, 10772281, 10767573, 10766654, 10766027, 10765866, 10597841, 10228689, 9810535, 9857267, 8918787, 8912061, 8499046, 8390845, 7718276, 7556987, 6828673, 6220480, 6005736, 5642581, 4655581, 4405523, 4270484, 3964037, 3471083, 4105700, 10800968, 10800720, 10799913, 10798254, 10797874, 10796559, 10794491, 10794012, 10793100, 10791717, 10789753, 10786347, 10786126, 10783977, 10780572, 10779381, 10779129, 10778186, 10778082, 10777995"
"38260564, 38259081, 38232140, 38230927, 38229003, 38218095, 38217470, 38216734, 38185942, 38183361, 38179905, 38172680, 38138101, 38123984, 38103544, 38102837, 38078655, 38068838, 38053995, 38033643, 38229003, 38123984, 38102837, 38053995, 37992406, 37977323, 37607054, 37550091, 37258957, 37217495, 37178793, 37102874, 37070751, 36881331, 36838345, 36813781, 36798310, 36711447, 36677306, 36656595","10802857, 10802843, 10802158, 10802000, 10801642, 10801637, 10800908, 10800748, 10800499, 10800307, 10799913, 10799631, 10799603, 10799433, 10799430, 10799412, 10799409, 10798966, 10798763, 10798739, 10802857, 10802208, 10801642, 10801637, 10800968, 10800960, 10800748, 10800505, 10800401, 10800289, 10799456, 10799433, 10799430, 10799412, 10799409, 10799151, 10799134, 10799112, 10798966, 10798769, 10802843, 10801642, 10800970, 10800968, 10800960, 10799834, 10799430, 10799112, 10798368, 10798041, 10796758, 10795832, 10795830, 10794649, 10794555, 10794540, 10792970, 10792011, 10791939, 10790434, 10802857, 10802846, 10802843, 10802164, 10802000, 10801654, 10801642, 10801637, 10801542, 10801520, 10801495, 10801471, 10800908, 10800824, 10800806, 10800748, 10800499, 10800370, 10800063, 10799955"
